JournalCode;JournalLib;EcritureNum;EcritureDate;CompteNum;CompteLib;CompAuxNum;CompAuxLib;PieceRef;PieceDate;EcritureLib;Debit;Credit;EcritureLet;DateLet;ValidDate;Montantdevise;Idevise;1-Montant;2-Valeur Absolue;3-Mois;4-Trimestre;5-Semestre;6-Annee;7-Racine 1;8-Libellé Racine 1;9-Racine 2;10-Libellé Racine 2;11-Racine 3;12-Libellé Racine 3;13-Racine 4;14-Libellé Racine 4;15-Racine 5;16-Libellé Racine 5;17-Bilan;18-Resultat;19-Report à nouveau;20-Trésorerie;21-Banque;22-Caisse;23-Debit/Crédit;24-Encaissements / Décaissements;25-Dettes;26-;27-;29-Investissements;30-;31-;32-
AC;ACHATS;01/02/2018;20230121;40110000;FOURNISSEURS;SFR;SFR ;11;20230121;Facture SFR du 21/01/2023;0;688,07;;;;;;688;688;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/2018;20230121;62612000;SFR BUSINESS INTERNET;;;11;20230121;Facture SFR du 21/01/2023;573,39;0;;;;;;-573;573;;;;;6;;62;NA;626;Frais postaux et de telecommunications;6261;Frais postaux et de telecommunications;62612;;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2018;20230121;44566100;TVA DEDUCTIBLE 20%;;;11;20230121;Facture SFR du 21/01/2023;114,68;0;;;;;;-114;114;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2019;20230124;40110000;FOURNISSEURS;MOO;MOONGROUP PARIS;100;20230124;Facture MOONGROUP  du 24/01/2023;0;235,92;;;;;;235;235;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/2019;20230124;61352000;ABONEMMENT MOON GROUP;;;100;20230124;Facture MOONGROUP  du 24/01/2023;198,6;0;;;;;;-198;198;;;;;6;;61;NA;613;Loyer;6135;Locations mobilieres;61352;Locations mobilieres;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2019;20230124;44566100;TVA DEDUCTIBLE 20%;;;100;20230124;Facture MOONGROUP  du 24/01/2023;37,32;0;;;;;;-37;37;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2002;20230102;40110000;FOURNISSEURS;MS BILL;MS BILL INFO MICROSOFT ;6;20230102;Facture MICROSOFT IRELAND OPERATIONS LIMITED du 02/01/2023, pÃ©riode du 02/12/2022 au 01/01/2023;0;15,12;;;;;;15;15;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/2002;20230102;61355000;ABONNEMENT MICROSOFT;;;6;20230102;Facture MICROSOFT IRELAND OPERATIONS LIMITED du 02/01/2023, pÃ©riode du 02/12/2022 au 01/01/2023;12,6;0;;;;;;-12;12;;;;;6;;61;NA;613;Loyer;6135;Locations mobilieres;61355;Locations mobilieres;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2002;20230102;44566100;TVA DEDUCTIBLE 20%;;;6;20230102;Facture MICROSOFT IRELAND OPERATIONS LIMITED du 02/01/2023, pÃ©riode du 02/12/2022 au 01/01/2023;2,52;0;;;;;;-2;2;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2020;20230129;40110000;FOURNISSEURS;SFR;SFR ;100;20230129;Facture B423-001976599 du 29/01/2023;0;13,99;;;;;;13;13;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/2020;20230129;62610000;FRAIS DE TÃ‰LÃ‰COMMUNICATIONS;;;100;20230129;Facture B423-001976599 du 29/01/2023;11,66;0;;;;;;-11;11;;;;;6;;62;NA;626;Frais postaux et de telecommunications;6261;Frais postaux et de telecommunications;62610;Frais postaux et de telecommunications;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2020;20230129;44566100;TVA DEDUCTIBLE 20%;;;100;20230129;Facture B423-001976599 du 29/01/2023;2,33;0;;;;;;-2;2;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2021;20230131;40110000;FOURNISSEURS;GOO;GOOGLE ;100;20230131;Avoir GOOGLE du 31/01/2023, pÃ©riode du 01/01/2023 au 31/01/2023;3,65;0;;;;;;-3;3;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2021;20230131;62310000;FRAIS RESEAUX SOCIAUX;;;100;20230131;Avoir GOOGLE du 31/01/2023, pÃ©riode du 01/01/2023 au 31/01/2023;0;3,65;;;;;;3;3;;;;;6;;62;NA;623;Publicite, publications, relations publiques;6231;Publicite, publications, relations publiques;62310;Publicite, publications, relations publiques;;Resultat;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/2022;20230117;40110000;FOURNISSEURS;XER;XEROX ;100;20230117;Facture XEROX du 17/01/2023;0;1234,8;;;;;;1234;1234;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/2022;20230117;61356000;ABONNEMENT XEROX EBP;;;100;20230117;Facture XEROX du 17/01/2023;1029;0;;;;;;-1029;1029;;;;;6;;61;NA;613;Loyer;6135;Locations mobilieres;61356;;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2022;20230117;44566100;TVA DEDUCTIBLE 20%;;;100;20230117;Facture XEROX du 17/01/2023;205,8;0;;;;;;-205;205;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2023;20230101;40110000;FOURNISSEURS;BMS MANTES;BMS MANTES BUCHELAY;101;20230101;Facture BMS Moto;0;19339,76;;;;;;19339;19339;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/2023;20230101;21820000;MATERIEL DE TRANSPORT;;;101;20230101;Facture BMS Moto;19339,76;0;;;;;;-19339;19339;;;;;2;;21;CORPORELLES;218;Autres immobilisations corporelles;2182;Materiel de transport;21820;Materiel de transport;Bilan;;;;;;D;Encaissements;;;;Investissements;;;
AC;ACHATS;01/02/2024;20230131;40110000;FOURNISSEURS;EBS;EBS ;103;20230131;Facture EBS GROUP  du 31/01/2023;0;341,27;;;;;;341;341;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/2024;20230131;61511000;MAINTENANCE EBS;;;103;20230131;Facture EBS GROUP  du 31/01/2023;284,39;0;;;;;;-284;284;;;;;6;;61;NA;615;Entretien et reparations;6151;Entretien et reparations;61511;;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2024;20230131;44566100;TVA DEDUCTIBLE 20%;;;103;20230131;Facture EBS GROUP  du 31/01/2023;56,88;0;;;;;;-56;56;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2025;20230131;40110000;FOURNISSEURS;BRL;BRL ;101;20230131;Facture BRL AVOCATS  du 31/01/2023;0;600;;;;;;600;600;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/2025;20230131;62262000;HONORAIRES BRL AVOCATS;;;101;20230131;Facture BRL AVOCATS  du 31/01/2023;500;0;;;;;;-500;500;;;;;6;;62;NA;622;Remunerations d'intermediaires et honoraires;6226;Honoraires;62262;Honoraires;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2025;20230131;44566100;TVA DEDUCTIBLE 20%;;;101;20230131;Facture BRL AVOCATS  du 31/01/2023;100;0;;;;;;-100;100;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2026;20230128;40110000;FOURNISSEURS;ENG;ENG ;101;20230128;Facture ENGIE du 28/01/2023;0;129,07;;;;;;129;129;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/2026;20230128;60611000;FOURN.NON STOCK.(ELE;;;101;20230128;Facture ENGIE du 28/01/2023;110,37;0;;;;;;-110;110;;;;;6;;60;achats;606;Achats non stockes de matieres et fournitures;6061;Energie, electricite, eau, gaz;60611;Fournitures non stockables (eau, energie, ...);;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2026;20230128;44566100;TVA DEDUCTIBLE 20%;;;101;20230128;Facture ENGIE du 28/01/2023;18,7;0;;;;;;-18;18;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2027;20230130;40110000;FOURNISSEURS;CON;CON ;100;20230130;Facture CONCEPT FRANCHISE DEVELOPPEMEN du 30/01/2023;0;11995,2;;;;;;11995;11995;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/2027;20230130;60410000;PRESTATIONS CONCEPT FRANCHISE;;;100;20230130;Facture CONCEPT FRANCHISE DEVELOPPEMEN du 30/01/2023;9996;0;;;;;;-9996;9996;;;;;6;;60;achats;604;Achats d'etudes et prestations de services;6041;Prestations communication & marketing;60410;;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2027;20230130;44566100;TVA DEDUCTIBLE 20%;;;100;20230130;Facture CONCEPT FRANCHISE DEVELOPPEMEN du 30/01/2023;1999,2;0;;;;;;-1999;1999;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2028;20230113;40110000;FOURNISSEURS;DIF;DIFFUSION ;100;20230113;Facture DIFFUSION du 13/01/2023;0;7650;;;;;;7650;7650;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/2028;20230113;62350000;VIDEOS Â¨PUBLICITAIRES;;;100;20230113;Facture DIFFUSION du 13/01/2023;6375;0;;;;;;-6375;6375;;;;;6;;62;NA;623;Publicite, publications, relations publiques;6235;Publicite, publications, relations publiques;62350;;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2028;20230113;44566100;TVA DEDUCTIBLE 20%;;;100;20230113;Facture DIFFUSION du 13/01/2023;1275;0;;;;;;-1275;1275;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2029;20230129;40110000;FOURNISSEURS;LINK;LINKEDIN ;103;20230129;Facture MAISON KENAYAH du 29/01/2023;0;72;;;;;;72;72;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/2029;20230129;62310000;FRAIS RESEAUX SOCIAUX;;;103;20230129;Facture MAISON KENAYAH du 29/01/2023;60;0;;;;;;-60;60;;;;;6;;62;NA;623;Publicite, publications, relations publiques;6231;Publicite, publications, relations publiques;62310;Publicite, publications, relations publiques;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2029;20230129;44566100;TVA DEDUCTIBLE 20%;;;103;20230129;Facture MAISON KENAYAH du 29/01/2023;12;0;;;;;;-12;12;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2003;20230102;40110000;FOURNISSEURS;FOURSAISON;FOUR SAISONS ;2;20230102;Facture FSR40657 du 02/01/2023;0;3599,94;;;;;;3599;3599;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/2003;20230102;62510000;DIVERS FRAIS DE DEPLACEMENT;;;2;20230102;Facture FSR40657 du 02/01/2023;3599,94;0;;;;;;-3599;3599;;;;;6;;62;NA;625;Deplacements, missions et receptions;6251;Deplacements, missions et receptions;62510;Deplacements, missions et receptions;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1930;20230101;40110000;FOURNISSEURS;LINK;LINKEDIN ;105;20230101;Facture LINKEDIN du 01/01/2023;0;21,42;;;;;;21;21;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/1930;20230101;62310000;FRAIS RESEAUX SOCIAUX;;;105;20230101;Facture LINKEDIN du 01/01/2023;17,85;0;;;;;;-17;17;;;;;6;;62;NA;623;Publicite, publications, relations publiques;6231;Publicite, publications, relations publiques;62310;Publicite, publications, relations publiques;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1930;20230101;44566100;TVA DEDUCTIBLE 20%;;;105;20230101;Facture LINKEDIN du 01/01/2023;3,57;0;;;;;;-3;3;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1931;20230105;40110000;FOURNISSEURS;LINK;LINKEDIN ;104;20230105;Facture LINKEDIN du 05/01/2023;0;141,38;;;;;;141;141;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/1931;20230105;62310000;FRAIS RESEAUX SOCIAUX;;;104;20230105;Facture LINKEDIN du 05/01/2023;117,82;0;;;;;;-117;117;;;;;6;;62;NA;623;Publicite, publications, relations publiques;6231;Publicite, publications, relations publiques;62310;Publicite, publications, relations publiques;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1931;20230105;44566100;TVA DEDUCTIBLE 20%;;;104;20230105;Facture LINKEDIN du 05/01/2023;23,56;0;;;;;;-23;23;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1932;20230123;40110000;FOURNISSEURS;LINK;LINKEDIN ;101;20230123;Facture LINKEDIN du 23/01/2023;0;70,54;;;;;;70;70;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/1932;20230123;62310000;FRAIS RESEAUX SOCIAUX;;;101;20230123;Facture LINKEDIN du 23/01/2023;58,78;0;;;;;;-58;58;;;;;6;;62;NA;623;Publicite, publications, relations publiques;6231;Publicite, publications, relations publiques;62310;Publicite, publications, relations publiques;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1932;20230123;44566100;TVA DEDUCTIBLE 20%;;;101;20230123;Facture LINKEDIN du 23/01/2023;11,76;0;;;;;;-11;11;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1933;20230117;40110000;FOURNISSEURS;LINK;LINKEDIN ;100;20230117;Facture LINKEDIN du 17/01/2023;0;68,94;;;;;;68;68;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/1933;20230117;62510000;DIVERS FRAIS DE DEPLACEMENT;;;100;20230117;Facture LINKEDIN du 17/01/2023;57,45;0;;;;;;-57;57;;;;;6;;62;NA;625;Deplacements, missions et receptions;6251;Deplacements, missions et receptions;62510;Deplacements, missions et receptions;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1933;20230117;44566100;TVA DEDUCTIBLE 20%;;;100;20230117;Facture LINKEDIN du 17/01/2023;11,49;0;;;;;;-11;11;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1934;20230111;40110000;FOURNISSEURS;LINK;LINKEDIN ;100;20230111;Facture LINKEDINdu 11/01/2023;0;109,16;;;;;;109;109;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/1934;20230111;62310000;FRAIS RESEAUX SOCIAUX;;;100;20230111;Facture LINKEDINdu 11/01/2023;90,97;0;;;;;;-90;90;;;;;6;;62;NA;623;Publicite, publications, relations publiques;6231;Publicite, publications, relations publiques;62310;Publicite, publications, relations publiques;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1934;20230111;44566100;TVA DEDUCTIBLE 20%;;;100;20230111;Facture LINKEDINdu 11/01/2023;18,19;0;;;;;;-18;18;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1935;20230128;40110000;FOURNISSEURS;DAR;DAR ;100;20230128;Facture ETABLISSEMENTS DARTY ET FILS du 28/01/2023;0;14;;;;;;14;14;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/1935;20230128;61618000;ASSURANCE FOYER;;;100;20230128;Facture ETABLISSEMENTS DARTY ET FILS du 28/01/2023;14;0;;;;;;-14;14;;;;;6;;61;NA;616;Primes d'assurances;6161;Primes d'assurances;61618;;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1936;20230101;40110000;FOURNISSEURS;GREN;GRENKE ;1000;20230101;Facture GRENKE LOCATION - facture 2022 STRASBOURG CEDEX SCHILTIGHEIM du 17/12/2022;0;432;;;;;;432;432;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/1936;20230101;61358000;ABONNEMENT GRENKE;;;1000;20230101;Facture GRENKE LOCATION - facture 2022 STRASBOURG CEDEX SCHILTIGHEIM du 17/12/2022;360;0;;;;;;-360;360;;;;;6;;61;NA;613;Loyer;6135;Locations mobilieres;61358;;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1936;20230101;44566100;TVA DEDUCTIBLE 20%;;;1000;20230101;Facture GRENKE LOCATION - facture 2022 STRASBOURG CEDEX SCHILTIGHEIM du 17/12/2022;72;0;;;;;;-72;72;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1937;20230101;40110000;FOURNISSEURS;LEASCOM;LEASCOM ;110;20230101;Facture LEASCOM du 01/01/2023;0;218,63;;;;;;218;218;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/1937;20230101;61600000;PRIMES D'ASSURANCES;;;110;20230101;Facture LEASCOM du 01/01/2023;182,19;0;;;;;;-182;182;;;;;6;;61;NA;616;Primes d'assurances;6160;Primes d'assurances;61600;;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1937;20230101;44566100;TVA DEDUCTIBLE 20%;;;110;20230101;Facture LEASCOM du 01/01/2023;36,44;0;;;;;;-36;36;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1938;20230104;40110000;FOURNISSEURS;LAHMINE KHADIJA;LAHMINE KHADIJA ;100;20230104;ACHAT MOBILIER OCCASION;0;25000;;;;;;25000;25000;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/1938;20230104;21840000;MOBILIER;;;100;20230104;ACHAT MOBILIER OCCASION;25000;0;;;;;;-25000;25000;;;;;2;;21;CORPORELLES;218;Autres immobilisations corporelles;2184;Mobilier;21840;;Bilan;;;;;;D;Encaissements;;;;Investissements;;;
AC;ACHATS;01/02/1939;20230130;40110000;FOURNISSEURS;MAX;MAX ;101;20230130;Facture MAXIBURO du 30/01/2023;0;62,21;;;;;;62;62;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/1939;20230130;60640000;ACHATS FOURNIT.ADMINISTRATIVES;;;101;20230130;Facture MAXIBURO du 30/01/2023;51,84;0;;;;;;-51;51;;;;;6;;60;achats;606;Achats non stockes de matieres et fournitures;6064;Fournitures administratives;60640;;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1939;20230130;44566100;TVA DEDUCTIBLE 20%;;;101;20230130;Facture MAXIBURO du 30/01/2023;10,37;0;;;;;;-10;10;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2004;20230102;40110000;FOURNISSEURS;TIK;TIKTOK ;3;20230102;Facture BDUK2023014345 du 02/01/2023;0;1780,61;;;;;;1780;1780;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/2004;20230102;62310000;FRAIS RESEAUX SOCIAUX;;;3;20230102;Facture BDUK2023014345 du 02/01/2023;1780,61;0;;;;;;-1780;1780;;;;;6;;62;NA;623;Publicite, publications, relations publiques;6231;Publicite, publications, relations publiques;62310;Publicite, publications, relations publiques;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1940;20230101;40110000;FOURNISSEURS;OVH;OVH ;101;20230101;Facture OVH du 01/01/2023;0;5,99;;;;;;5;5;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/1940;20230101;61353000;ABONNEMENT OVH CLOUD;;;101;20230101;Facture OVH du 01/01/2023;4,99;0;;;;;;-4;4;;;;;6;;61;NA;613;Loyer;6135;Locations mobilieres;61353;Locations mobilieres;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1940;20230101;44566100;TVA DEDUCTIBLE 20%;;;101;20230101;Facture OVH du 01/01/2023;1;0;;;;;;-1;1;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1941;20230102;40110000;FOURNISSEURS;FRE;FRE ;105;20230102;Facture FREE MOBILE du 02/01/2023;0;19,99;;;;;;19;19;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
AC;ACHATS;01/02/1941;20230102;62610000;FRAIS DE TÃ‰LÃ‰COMMUNICATIONS;;;105;20230102;Facture FREE MOBILE du 02/01/2023;16,66;0;;;;;;-16;16;;;;;6;;62;NA;626;Frais postaux et de telecommunications;6261;Frais postaux et de telecommunications;62610;Frais postaux et de telecommunications;;Resultat;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/1941;20230102;44566100;TVA DEDUCTIBLE 20%;;;105;20230102;Facture FREE MOBILE du 02/01/2023;3,33;0;;;;;;-3;3;;;;;4;;44;ETAT;445;TVA;4456;Taxes sur le chiffre d'affaires deductibles;44566;T.V.A. sur autres biens et services;Bilan;;;;;;D;Encaissements;;;;;;;
AC;ACHATS;01/02/2005;20230102;40110000;FOURNISSEURS;SWILE;SWILE MONTPELLIER;5;20230102;Facture SWILE - MONTPELLIER du 02/01/2023;0;1881,88;;;;;;1881;1881;;;;;4;;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;Décaissements;;;;;;;
