JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture CISION - SAINT DENIS du 20/01/2022	64	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture TOTALENERGIES MARKETING FRANCE - NANTERRE du 31/01/2022	18,5	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture FREE MOBILE du 02/01/2022	3,33	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture EBS GROUP - CHOISY LE ROI du 07/01/2022	52,8	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture CONCEPT FRANCHISE DEVELOPPEMENT - PLANTY du 30/01/2022	2599,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture DRIVE PUB LED - MARSEILLE du 26/01/2022	768	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture QUICK - VILLEURBANNE 04/01/2022	3,75	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture GROUPE AXONE - ANTONY du 01/01/2022	104,85	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture SFRCEGETEL du 21/01/2022	115,6	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	0,68	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	0,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	0,18	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Total	10,87	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	0,22	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	0,22	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Smappen	39,8	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	OVH SAS LE 04/12	27,29	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER   *TRIP LE 10/12	1,63	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER   *EATS LE 19/12	2,47	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	REGAL THAI 230 LE 12/12	2,58	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER   *EATS LE 15/12	0,8	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER   *EATS LE 17/12	0,83	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	TOTAL LE 17/12	15,07	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	APRR NFC LE 15/12	1,37	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER   *EATS LE 13/12	2,71	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER   *TRIP LE 06/12	1,58	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER   *TRIP LE 06/12	1,39	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	PLANET SUSHI LE 08/12	3,15	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER   *EATS LE 10/12	1,52	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER   *TRIP LE 13/12	8,26	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER *TRIP HELP.UB LE 03/12	0,59	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	BP BAGNEUX CHATI LE 07/12	2,5	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER   *EATS LE 21/12	3,32	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	LIXXBAIL VEHICULE BLUE HDI	76,96	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	LEASECOM	280,31	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Cora	4	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture B422-022247776 du 29/10/2022	2,17	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture SOCIETE FRANCAISE ETUDE FORMATION - PARIS du 24/10/2022	291,15	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture EDF du 29/10/2022, période du 01/10/2022 au 31/10/2022	34,97	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture AURSTORE du 25/10/2022	0,99	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture SFR du 21/10/2022	114,72	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Relais Des Im	13,07	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Total	12,84	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Total	2,67	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Saca	12,69	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Total	1,67	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Total	8,55	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	JRK EXPERT	0	600					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Relais Pont B	14,44	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	2,38	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	BP	3,18	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Leclerc	1,77	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	BP	2,88	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Total	11,7	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	2,38	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	CB HEMA ARCUEIL LA VACHE NOI  ARCUEIL	0,25	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	CB Action 4547  Arcueil	1,76	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	CB PHIE TRAN VAN  ARCUEIL	1,33	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	CB TOC TROUBLE OBS  ARCUEIL	9,17	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	CB PAYQRZILLA.MOBI  CERDANYOLA DE	41,67	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	CB MONOPRIX 0030  ARCUE2042894	3,93	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	CB CORA  ARCUEIL	3,96	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	CB CORA  ARCUEIL	0,66	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	CB CORA  ARCUEIL	4,97	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	2,25	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Relais Des Co	2,45	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture CONCEPT FRANCHISE DEVELOPPEMENT - PLANTY du 28/05/2022	1428	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	A-nouveaux au 01/01/2022	10195,29	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Action 4547	4,9	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Relais Resson	14,28	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Relais Sentin	7,2	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Relais St Fia	13,5	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	2,22	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	2,22	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	MS BILL	2,1	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	2,22	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	2,22	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Parc Auto D E	0,08	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	CB PAYPAL *PIPO  4029357733	16,66	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Shell	12,38	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	SFR	2,17	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	SFR	2,17	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	SFR	2,17	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	KOMINOV	74	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	DARTY	1,75	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	IPD SOCIETE	96	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	SFR	2,17	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	ENGIE	17,66	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	ADP ORLY P0 LE 16/06	1,5	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	QPF MARSEIBS LE 28/05	1,03	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	REL. DE LA VANNE LE 22/06	6,74	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER   *EATS LE 27/06	2,25	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER *EATS HELP.UB LE 19/06	1,17	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	QM54 LE 22/06	3,05	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER *EATS HELP.UB LE 21/06	1,44	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Opodo Prime LE 09/06	9,17	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	BY THAI LE 24/06	1,24	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	INDIGO LE 28/05	0,83	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	EFFIA LE 29/05	1,25	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	INDIGO 130031 LE 28/05	0,13	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	ADP ROISSY LE 04/09	1,5	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	APRR LE 01/09	6,08	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	AUTOROUTES  DU S LE 31/08	4,23	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	INDIGO 921409 LE 01/09	1,25	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER   *EATS LE 09/09	1,36	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	STAT AVIA 02514 LE 17/09	5,55	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	PIXOU REPA LE 04/09	16,67	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	STAT AVIA 02514 LE 01/09	5,58	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER   *EATS LE 25/09	2,63	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER   *EATS LE 07/09	1,23	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER   *TRIP LE 22/09	3,41	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER   *EATS LE 25/09	1,14	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	SRAM38851 AMBREF LE 01/09	19,7	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	BP	1,12	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Esso	5,34	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	AUTOROUTES DU S LE 15/07	4,23	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER*TRIP LE 15/07	4,07	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER*TRIP LE 12/07	4,74	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	UBER*TRIP LE 12/07	1,72	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	E.LECLERC LE 15/07	23,43	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	APRR LE 15/07	6,08	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Indigo	0,38	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	LIXXBAIL VEHICULE BLUE HDI	76,96	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture CONCEPT FRANCHISE DEVELOPPEMEN du 30/07/2022	2380	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Esso	10,15	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Total	2,22	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Saca	84,67	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	0,22	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Cafe Leffe	1,16	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sapn	1,07	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Stat Avia 02514	2,87	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	LEASECOM	280,31	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Total	7,81	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	2,38	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	2,27	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Action 4547	3,33	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef	2,38	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef 4789125	1,95	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sc-monoprix	0,18	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	IPD SOCIETE	96	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Carrefour Mar	8,56	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	LEASECOM	280,31	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Sanef Autoroute	2,38	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Total	13,16	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Linkedin	0	31,14					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Linkedin	31,14	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture MICROSOFT IRELAND OPERATIONS LIMITED du 02/08/2022, période du 02/07/2022 au 01/08/2022	7,56	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture MOONGROUP - PARIS du 24/06/2022	35,82	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture DIFFUSION du 08/06/2022	1590	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture SWILE - MONTPELLIER du 29/06/2022	0,66	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture INLEAD - NANTES du 15/06/2022	76	0					
AN	A-NOUVEAUX	01/01/2001	20230101	44566100	TVA DEDUCTIBLE 20%			Non dispo	20230101	Facture CONCEPT FRANCHISE DEVELOPPEMEN	1999,2	0					
